provincia,departamento,rubro,productos,razón social,establecimiento
SALTA,guachipas,GANADERIA/FRUTICULTURA,BOVINOS,ESTANCIA PAMPA GRANDE S.A.A Y C,PAMPA GRANDE
SALTA,güemes,AGRICULTURA,CAÑA DE AZUCAR,GARELY S.A.,FINCA LAS PAVAS
SALTA,güemes,AGRICULTURA,DESCANSO,GARELY S.A.,FINCA LAS PAVAS
SALTA,güemes,AGRICULTURA,MONTE,GARELY S.A.,FINCA LAS PAVAS
SALTA,güemes,AGRICULTURA,CAÑA DE AZUCAR,HAROIAN NELSON EDGARDO,EL ZAPALLAR DE HAROIAN
SALTA,güemes,AGRICULTURA,INCULTO,HAROIAN NELSON EDGARDO,EL ZAPALLAR DE HAROIAN
SALTA,pichanal,AGRICULTURA,INCULTO,IMPORTADORA DEL CARMEN S.A.,EL TRAMPEADERO
SALTA,rosario de la frontera,AGRICULTURA,CHIA (SALVIA HISPANICA L.),IMPORTADORA DEL CARMEN S.A.,FINCA SANTA MARIA
SALTA,rosario de la frontera,AGRICULTURA,CHIA (SALVIA HISPANICA L.),IMPORTADORA DEL CARMEN S.A.,FINCA BELLA VISTA
SALTA,pichanal,AGRICULTURA,CHIA (SALVIA HISPANICA L),LA VOLUNTAD S.A.,EL TRAMPEADERO
SALTA,rosario de la frontera,AGRICULTURA,CHIA (SALVIA HISPANICA L),MERCADO DANIEL OSVALDO,FINCA QUISCALORO
SALTA,rosario de la frontera,AGRICULTURA,POROTO,MERCADO DANIEL OSVALDO,FINCA QUISCALORO
SALTA,rosario de la frontera,AGRICULTURA,CAPUERA,MERCADO DANIEL OSVALDO,FINCA QUISCALORO
SALTA,chicoana,AGRICULTURA,ALFALFA,PALMIRA S.A.,FINCA CALVIMONTE
SALTA,cafayate,FRUTICULTURA,VID,PEÑAVID SA,EL TRANSITO
SALTA,urundel,AGRICULTURA,INCULTO,RODRIGUEZ NOCETTI S.R.L.,URUNDEL
SALTA,güemes,AGRICULTURA,POROTO NEGRO,SANZ NAVAMUEL SEBASTIAN,FINCA TORZALITO
SALTA,güemes,AGRICULTURA,DESCANSO,SANZ NAVAMUEL SEBASTIAN,FINCA TORZALITO
SALTA,güemes,AGRICULTURA,CAÑA DE AZUCAR,SOCA S.R.L.,FINCA EL ZAPALLAR
SALTA,güemes,AGRICULTURA,MONTE,SOCA S.R.L.,FINCA EL ZAPALLAR
SALTA,cafayate,FRUTICULTURA/HORTICULTURA,VID,STUTZ RICARDO OSVALDO,LA CHIMPEÑA
SALTA,general mosconi,AGRICULTURA,CHIA,TERMINAL DE CARGAS AEREAS SA,LA HERCILIA
SALTA,metan,AGRICULTURA,CHIA,TERMINAL DE CARGAS AEREAS SA,MIRAFLORES
SALTA,oran,AGRICULTURA,CHIA,TERMINAL DE CARGAS AEREAS SA,RAMADITA
SALTA,san jose de orquera,AGRICULTURA,MAIZ,TREVISAN AGROPECUARIA SRL,SAN JOSE DE ORQUERA
SALTA,san carlos,FRUTICULTURA/AGRICULTURA,UVAS,VIÑEDOS PUCARA S.R.L.,EL RECUERDO
SALTA,san carlos,FRUTICULTURA/AGRICULTURA,QUINOA,VIÑEDOS PUCARA S.R.L.,EL RECUERDO
SAN JUAN,iglesias,HORTICULTURA,ZAPALLO,"ACOSTA, ALEJANDRO DANIEL",FINCA CAMPANARIO
SAN JUAN,rawson,AGRICULTURA,ESPARRAGO,AGRICOLA ORGANICA SRL,AGRICOLA ORGANICA EX/FORESTAL ANDINA DE DIEGO IGLESIAS
SAN JUAN,rawson,AGRICULTURA,ZAPALLO ANCO,AGRICOLA ORGANICA SRL,AGRICOLA ORGANICA EX/FORESTAL ANDINA DE DIEGO IGLESIAS
SAN JUAN,rawson,AGRICULTURA,ALAMO,AGRICOLA ORGANICA SRL,AGRICOLA ORGANICA EX/FORESTAL ANDINA DE DIEGO IGLESIAS
SAN JUAN,25 de mayo,FRUTICULTURA,VID,ALVIPA SRL,DOÑA MARIA
SAN JUAN,caucete,FRUTICULTURA,VID,ALVIPA SRL,LOS ALBERTOS
SAN JUAN,calingasta,FRUTICULTURA/HORTICULTURA,AJO,BIO AGRICULTORES S.A.,ESTANCIA EL LEONCITO
SAN JUAN,calingasta,FRUTICULTURA/HORTICULTURA,CAMPO NATURAL,BIO AGRICULTORES S.A.,ESTANCIA EL LEONCITO
SAN JUAN,calingasta,FRUTICULTURA/HORTICULTURA,ZAPALLO,BIO AGRICULTORES S.A.,ESTANCIA EL LEONCITO
SAN JUAN,25 de mayo,FRUTICULTURA/HORTICULTURA,UVA DE MESA,CASSAB AHUN S.R.L,FINCA LA PLATA
SAN JUAN,25 de mayo,FRUTICULTURA/HORTICULTURA,INCULTO,CASSAB AHUN S.R.L,FINCA LA PLATA
SAN JUAN,25 de mayo,FRUTICULTURA/HORTICULTURA,PASAS DE UVA,CASSAB AHUN S.R.L,FINCA LA PLATA
SAN JUAN,9 de julio,FRUTICULTURA/HORTICULTURA,UVA DE MESA,CASSAB AHUN S.R.L,FINCA DON ABRAHAM
SAN JUAN,9 de julio,FRUTICULTURA/HORTICULTURA,PASAS DE UVA,CASSAB AHUN S.R.L,FINCA DON ABRAHAM
SAN JUAN,25 de mayo,FRUTICULTURA/HORTICULTURA,UVA,CASSAB AHUN S.R.L,"FINCAS LA VILLA, DISAGRO Y ANITA"
SAN JUAN,25 de mayo,FRUTICULTURA/HORTICULTURA,INCULTO,CASSAB AHUN S.R.L,"FINCAS LA VILLA, DISAGRO Y ANITA"
SAN JUAN,25 de mayo,FRUTICULTURA/HORTICULTURA,PASAS DE UVA,CASSAB AHUN S.R.L,"FINCAS LA VILLA, DISAGRO Y ANITA"
SAN JUAN,25 de mayo,FRUTICULTURA/HORTICULTURA,CAMPO NATURAL,CASSAB AHUN S.R.L,"FINCAS LA VILLA, DISAGRO Y ANITA"
SAN JUAN,caucete,FRUTICULTURA,VID,"CRESCENTINO, HECTOR HUGO",ECOHUMUS
SAN JUAN,albardon,FRUTICULTURA,VID,DON DANIEL DE  ABELARDO E. LEIVA Y GRACIELA S. CANTO,25 DE mayo
SAN JUAN,albardon,FRUTICULTURA,OLIVOS,DON DANIEL DE  ABELARDO E. LEIVA Y GRACIELA S. CANTO,25 DE mayo
SAN JUAN,angaco,FRUTICULTURA,VID,DON DANIEL DE  ABELARDO E. LEIVA Y GRACIELA S. CANTO,ANGACO
SAN JUAN,angaco,FRUTICULTURA,OLIVOS,DON DANIEL DE  ABELARDO E. LEIVA Y GRACIELA S. CANTO,ANGACO
SAN JUAN,caucete,FRUTICULTURA,VID,DON DANIEL DE  ABELARDO E. LEIVA Y GRACIELA S. CANTO,DON DANIEL
SAN JUAN,25 de mayo,FRUTICULTURA,OLIVOS,EAD AGRICOLA SA (EX CARNES ANDINAS SA),EAD AGRICOLA SA
SAN JUAN,caucete,FRUTICULTURA,VID,FABRIL ALTO VERDE S.A.,"FINCA ""LA URPILA"""
SAN JUAN,sarmiento,FRUTICULTURA,VID,FABRIL ALTO VERDE S.A.,"FINCA ""CEPAS"""
SAN JUAN,sarmiento,FRUTICULTURA,MELON,FABRIL ALTO VERDE S.A.,"FINCA ""CEPAS"""
SAN JUAN,9 de julio,HORTICULTURA,AJO,"GARCIA, ANTONIO",FINCA ANTONIO GARCIA
SAN JUAN,albardon,FRUTICULTURA/HORTICULTURA,UVA,GOMEZ PEDRO VICENTE,GRANJA TIA NORA
SAN JUAN,albardon,FRUTICULTURA/HORTICULTURA,VID,GOMEZ PEDRO VICENTE,GRANJA TIA NORA
SAN JUAN,albardon,FRUTICULTURA/HORTICULTURA,ACEITUNAS,GOMEZ PEDRO VICENTE,GRANJA TIA NORA
SAN JUAN,albardon,FRUTICULTURA/HORTICULTURA,MANZANA,GOMEZ PEDRO VICENTE,GRANJA TIA NORA
SAN JUAN,albardon,FRUTICULTURA/HORTICULTURA,PERA,GOMEZ PEDRO VICENTE,GRANJA TIA NORA
SAN JUAN,albardon,FRUTICULTURA/HORTICULTURA,ALMENDRAS,GOMEZ PEDRO VICENTE,GRANJA TIA NORA
SAN JUAN,albardon,FRUTICULTURA/HORTICULTURA,NUEZ,GOMEZ PEDRO VICENTE,GRANJA TIA NORA
SAN JUAN,albardon,FRUTICULTURA/HORTICULTURA,CIRUELA,GOMEZ PEDRO VICENTE,GRANJA TIA NORA
SAN JUAN,albardon,FRUTICULTURA/HORTICULTURA,DURAZNO,GOMEZ PEDRO VICENTE,GRANJA TIA NORA
SAN JUAN,albardon,FRUTICULTURA/HORTICULTURA,DAMASCO,GOMEZ PEDRO VICENTE,GRANJA TIA NORA
SAN JUAN,albardon,FRUTICULTURA/HORTICULTURA,HIGOS,GOMEZ PEDRO VICENTE,GRANJA TIA NORA
SAN JUAN,albardon,FRUTICULTURA/HORTICULTURA,POMELO,GOMEZ PEDRO VICENTE,GRANJA TIA NORA
SAN JUAN,albardon,FRUTICULTURA/HORTICULTURA,LIMON,GOMEZ PEDRO VICENTE,GRANJA TIA NORA
SAN JUAN,albardon,FRUTICULTURA/HORTICULTURA,MANDARINA,GOMEZ PEDRO VICENTE,GRANJA TIA NORA
SAN JUAN,albardon,FRUTICULTURA/HORTICULTURA,NARANJA,GOMEZ PEDRO VICENTE,GRANJA TIA NORA
SAN JUAN,albardon,FRUTICULTURA/HORTICULTURA,LIMA,GOMEZ PEDRO VICENTE,GRANJA TIA NORA
SAN JUAN,albardon,FRUTICULTURA/HORTICULTURA,ACELGA,GOMEZ PEDRO VICENTE,GRANJA TIA NORA
SAN JUAN,albardon,FRUTICULTURA/HORTICULTURA,INCULTO,GOMEZ PEDRO VICENTE,GRANJA TIA NORA
SAN JUAN,albardon,FRUTICULTURA/HORTICULTURA,MEMBRILLO,GOMEZ PEDRO VICENTE,GRANJA TIA NORA
SAN JUAN,albardon,FRUTICULTURA/HORTICULTURA,CEREZA,GOMEZ PEDRO VICENTE,GRANJA TIA NORA
SAN JUAN,albardon,FRUTICULTURA/HORTICULTURA,AVELLANAS,GOMEZ PEDRO VICENTE,GRANJA TIA NORA
SAN JUAN,albardon,FRUTICULTURA/HORTICULTURA,BROCOLI,GOMEZ PEDRO VICENTE,GRANJA TIA NORA
SAN JUAN,albardon,FRUTICULTURA/HORTICULTURA,ESPINACA,GOMEZ PEDRO VICENTE,GRANJA TIA NORA
SAN JUAN,albardon,FRUTICULTURA/HORTICULTURA,LECHUGA,GOMEZ PEDRO VICENTE,GRANJA TIA NORA
SAN JUAN,albardon,FRUTICULTURA/HORTICULTURA,REMOLACHA,GOMEZ PEDRO VICENTE,GRANJA TIA NORA
SAN JUAN,albardon,FRUTICULTURA/HORTICULTURA,MONTE,GOMEZ PEDRO VICENTE,GRANJA TIA NORA
SAN JUAN,san martin,FRUTICULTURA,VID,GRUPO PEÑAFLOR SA,LA PORTEÑA
SAN JUAN,tafi viejo,FRUTICULTURA/HORTICULTURA,ZAPALLO,ICEBERG AGRICOLA S.A.,CULTIVOS ANDINOS
SAN JUAN,tafi viejo,FRUTICULTURA/HORTICULTURA,ESPARRAGOS,ICEBERG AGRICOLA S.A.,CULTIVOS ANDINOS
SAN JUAN,rawson,FRUTICULTURA/HORTICULTURA,ESPARRAGOS,ICEBERG AGRICOLA S.A.,BORGOGNO LEONARDO
SAN JUAN,rawson,FRUTICULTURA/HORTICULTURA,ESPARRAGOS,ICEBERG AGRICOLA S.A.,SANTOS ROBERTO
SAN JUAN,rawson,FRUTICULTURA/HORTICULTURA,BROCOLI,ICEBERG AGRICOLA S.A.,SANTOS ROBERTO
SAN JUAN,rawson,FRUTICULTURA/HORTICULTURA,REPOLLO,ICEBERG AGRICOLA S.A.,SANTOS ROBERTO
SAN JUAN,rawson,FRUTICULTURA/HORTICULTURA,ESPARRAGOS,ICEBERG AGRICOLA S.A.,LENCINAS RAUL
SAN JUAN,rawson,FRUTICULTURA/HORTICULTURA,BROCOLI,ICEBERG AGRICOLA S.A.,LENCINAS RAUL
SAN JUAN,rawson,FRUTICULTURA/HORTICULTURA,REPOLLO,ICEBERG AGRICOLA S.A.,LENCINAS RAUL
SAN JUAN,rawson,FRUTICULTURA/HORTICULTURA,ESPARRAGOS,ICEBERG AGRICOLA S.A.,GIOJA JUAN CARLOS
SAN JUAN,rawson,FRUTICULTURA/HORTICULTURA,ALCAUCIL,ICEBERG AGRICOLA S.A.,GIOJA JUAN CARLOS
SAN JUAN,rawson,FRUTICULTURA/HORTICULTURA,ESPARRAGOS,ICEBERG AGRICOLA S.A.,DE VITA JUAN JESUS
SAN JUAN,rawson,FRUTICULTURA/HORTICULTURA,ESPARRAGOS,ICEBERG AGRICOLA S.A.,BLANES SILVANA ELIZABETH
SAN JUAN,rawson,FRUTICULTURA/HORTICULTURA,INCULTO,ICEBERG AGRICOLA S.A.,BLANES SILVANA ELIZABETH
SAN JUAN,caucete,FRUTICULTURA,VID,"LEIVA FERRER, ANTONIO ESTEBAN",LA PUNTILLA
SAN JUAN,rawson,FRUTICULTURA/HORTICULTURA,VID,"MAS, MIGUEL (HUERTA ANAHATA)",HUERTA ORGANICA ANAHATA
SAN JUAN,rawson,FRUTICULTURA/HORTICULTURA,DURAZNO,"MAS, MIGUEL (HUERTA ANAHATA)",HUERTA ORGANICA ANAHATA
SAN JUAN,rawson,FRUTICULTURA/HORTICULTURA,TOMATE PERITA,"MAS, MIGUEL (HUERTA ANAHATA)",HUERTA ORGANICA ANAHATA
SAN JUAN,9 de julio,FRUTICULTURA,VID,PEÑAVID SA,FINCA LAS MORAS
SAN JUAN,san martin,FRUTICULTURA,VID,PEÑAVID SA,FINCA SAN MARTIN
SAN JUAN,25 de mayo,FRUTICULTURA/HORTICULTURA,VID,PONCHO VERDE S.A.,PONCHO VERDE
SAN JUAN,25 de mayo,FRUTICULTURA/HORTICULTURA,PASAS DE UVA,PONCHO VERDE S.A.,PONCHO VERDE
SAN JUAN,25 de mayo,FRUTICULTURA/HORTICULTURA,PISTACHO,PONCHO VERDE S.A.,PONCHO VERDE
SAN JUAN,25 de mayo,FRUTICULTURA/HORTICULTURA,OLIVO,PONCHO VERDE S.A.,PONCHO VERDE
SAN JUAN,25 de mayo,FRUTICULTURA/HORTICULTURA,CAMPO NATURAL,PONCHO VERDE S.A.,PONCHO VERDE
SAN JUAN,9 de julio,FRUTICULTURA,VID,VONO SA,FINCA 9 DE JULIO
SAN JUAN,sarmiento,FRUTICULTURA,VID,VONO SA,ALGODONERA PYMA
SAN LUIS,ayacucho,GANADERIA,PASTURA NATURAL,BORGHI MARIA LILIANA,"EL CUADRO, EL REMANSO, EL VERGEL, EL ALTO (EX SANTA MARIA)"
SAN LUIS,coronel pringles,GANADERIA,VACAS,FLORIN RAIMUNDO CARLOS,PIEDRA DEL AGUA
SAN LUIS,coronel pringles,GANADERIA,TERNERAS,FLORIN RAIMUNDO CARLOS,PIEDRA DEL AGUA
SAN LUIS,coronel pringles,GANADERIA,TERNEROS,FLORIN RAIMUNDO CARLOS,PIEDRA DEL AGUA
SAN LUIS,coronel pringles,GANADERIA,TOROS,FLORIN RAIMUNDO CARLOS,PIEDRA DEL AGUA
SAN LUIS,coronel pringles,GANADERIA,VAQUILLONAS,FLORIN RAIMUNDO CARLOS,PIEDRA DEL AGUA
SAN LUIS,san francisco del monte de oro,HORTICULTURA,OREGANO,HEGUILOR GUILLERMO JULIO,AGUACLARA
SAN LUIS,san francisco del monte de oro,HORTICULTURA,TOMILLO,HEGUILOR GUILLERMO JULIO,AGUACLARA
SAN LUIS,san francisco del monte de oro,HORTICULTURA,ROMERO,HEGUILOR GUILLERMO JULIO,AGUACLARA
SAN LUIS,san francisco del monte de oro,HORTICULTURA,LAVANDA,HEGUILOR GUILLERMO JULIO,AGUACLARA
SAN LUIS,san francisco del monte de oro,HORTICULTURA,MENTA,HEGUILOR GUILLERMO JULIO,AGUACLARA
SAN LUIS,san francisco del monte de oro,HORTICULTURA,MAIZ,HEGUILOR GUILLERMO JULIO,AGUACLARA
SAN LUIS,san francisco del monte de oro,HORTICULTURA,ZAPALLO ANCO,HEGUILOR GUILLERMO JULIO,AGUACLARA
SAN LUIS,santa rosa de conlara,AGRICULTURA,ALFALFA,JANJETIC HNOS.,FINCAS DEL CONLARA
SAN LUIS,junin,FRUTICULTURA/HORTICULTURA,ZAPALLO,JEWTUSZYK MIRTHA EDITH,BAUERHAUS
SAN LUIS,junin,FRUTICULTURA/HORTICULTURA,FRAMBUESA,JEWTUSZYK MIRTHA EDITH,BAUERHAUS
SAN LUIS,junin,FRUTICULTURA/HORTICULTURA,MONTE,JEWTUSZYK MIRTHA EDITH,BAUERHAUS
SAN LUIS,junin,FRUTICULTURA/HORTICULTURA,AJO,JEWTUSZYK MIRTHA EDITH,BAUERHAUS
SAN LUIS,junin,FRUTICULTURA/HORTICULTURA,CEBOLLA,JEWTUSZYK MIRTHA EDITH,BAUERHAUS
SAN LUIS,junin,FRUTICULTURA/HORTICULTURA,INCULTO,JEWTUSZYK MIRTHA EDITH,BAUERHAUS
SANTA CRUZ,puerto deseado,GANADERIA,LANA SUCIA,CIMADEVILLA ALEJANDRO,EL MOSCOSO
SANTA CRUZ,puerto deseado,GANADERIA,OVEJAS,CIMADEVILLA ALEJANDRO,EL MOSCOSO
SANTA CRUZ,puerto deseado,GANADERIA,BORREGOS,CIMADEVILLA ALEJANDRO,EL MOSCOSO
SANTA CRUZ,puerto deseado,GANADERIA,BORREGAS,CIMADEVILLA ALEJANDRO,EL MOSCOSO
SANTA CRUZ,puerto deseado,GANADERIA,CAPONES,CIMADEVILLA ALEJANDRO,EL MOSCOSO
SANTA CRUZ,puerto deseado,GANADERIA,CARNEROS,CIMADEVILLA ALEJANDRO,EL MOSCOSO
SANTA CRUZ,güer aike,GANADERIA,GANADERIA OVINA (CARNE,COMPAÑIA DE TIERRAS SUD ARGENTINO SA,ESTANCIA CONDOR
SANTA CRUZ,magallanes,GANADERIA,GANADERIA BOVINA,COMPAÑIA DE TIERRAS SUD ARGENTINO SA,ESTANCIA CORONEL
SANTA CRUZ,magallanes,GANADERIA,GANADERIA OVINA (CARNE,COMPAÑIA DE TIERRAS SUD ARGENTINO SA,ESTANCIA CORONEL
SANTA CRUZ,rio gallegos,GANADERIA,LANA SUCIA,DICIEMBRE S.R.L.,LA CARLOTA
SANTA CRUZ,rio gallegos,GANADERIA,OVEJAS,DICIEMBRE S.R.L.,LA CARLOTA
SANTA CRUZ,rio gallegos,GANADERIA,CORDEROS,DICIEMBRE S.R.L.,LA CARLOTA
SANTA CRUZ,rio gallegos,GANADERIA,BORREGAS,DICIEMBRE S.R.L.,LA CARLOTA
SANTA CRUZ,rio gallegos,GANADERIA,CARNEROS,DICIEMBRE S.R.L.,LA CARLOTA
SANTA CRUZ,puerto deseado,GANADERIA,OVEJAS,DON TIBURCIO S.H.,LA RUFINA Y SECCION LA PAVA
SANTA CRUZ,puerto deseado,GANADERIA,CAPONES,DON TIBURCIO S.H.,LA RUFINA Y SECCION LA PAVA
SANTA CRUZ,puerto deseado,GANADERIA,BORREGOS,DON TIBURCIO S.H.,LA RUFINA Y SECCION LA PAVA
SANTA CRUZ,puerto deseado,GANADERIA,CARNEROS,DON TIBURCIO S.H.,LA RUFINA Y SECCION LA PAVA
SANTA CRUZ,güer aike,GANADERIA,GANADERIA OVINA (CARNE,ESTANCIA KILLIK AIKE NORTE S.A.,ESTANCIA KILLIK AIKE NORTE
SANTA CRUZ,indefinido,ACUICULTURA,TRUCHA ARCO IRIS,ESTANCIA LAGUNA VERDE S.A.,ESTANCIA LAGUNA VERDE
SANTA CRUZ,rio gallegos,GANADERIA,VAQUILLONAS,ESTANCIAS SARA BRAUN S.A.,SOFIA - BELLA VISTA- SAN ANTONIO
SANTA CRUZ,rio gallegos,GANADERIA,VACAS,ESTANCIAS SARA BRAUN S.A.,SOFIA - BELLA VISTA- SAN ANTONIO
SANTA CRUZ,rio gallegos,GANADERIA,TERNEROS,ESTANCIAS SARA BRAUN S.A.,SOFIA - BELLA VISTA- SAN ANTONIO
SANTA CRUZ,las heras,GANADERIA,OVEJAS,FUHRMANN S.A,SARAI
SANTA CRUZ,las heras,GANADERIA,BORREGAS,FUHRMANN S.A,SARAI
SANTA CRUZ,las heras,GANADERIA,BORREGOS,FUHRMANN S.A,SARAI
SANTA CRUZ,las heras,GANADERIA,CAPONES,FUHRMANN S.A,SARAI
SANTA CRUZ,las heras,GANADERIA,CARNEROS,FUHRMANN S.A,SARAI
SANTA CRUZ,koluel kaike,GANADERIA,LANA SUCIA,GORDON MARY ANN MARGARET,GORDON
SANTA CRUZ,koluel kaike,GANADERIA,OVEJAS,GORDON MARY ANN MARGARET,GORDON
SANTA CRUZ,koluel kaike,GANADERIA,CARNEROS,GORDON MARY ANN MARGARET,GORDON
SANTA CRUZ,koluel kaike,GANADERIA,BORREGOS,GORDON MARY ANN MARGARET,GORDON
SANTA CRUZ,koluel kaike,GANADERIA,BORREGAS,GORDON MARY ANN MARGARET,GORDON
SANTA CRUZ,koluel kaike,GANADERIA,CAPONES,GORDON MARY ANN MARGARET,GORDON
SANTA CRUZ,depto lago argentino (zona rural),GANADERIA,OVEJAS,IONA S.R.L.,CERRO CUADRADO
SANTA CRUZ,depto lago argentino (zona rural),GANADERIA,LANA SUCIA,IONA S.R.L.,CERRO CUADRADO
SANTA CRUZ,depto lago argentino (zona rural),GANADERIA,BORREGOS,IONA S.R.L.,CERRO CUADRADO
SANTA CRUZ,depto lago argentino (zona rural),GANADERIA,BORREGAS,IONA S.R.L.,CERRO CUADRADO
SANTA CRUZ,depto lago argentino (zona rural),GANADERIA,CARNEROS,IONA S.R.L.,CERRO CUADRADO
SANTA CRUZ,lago bs. as.,GANADERIA,LANA SUCIA,RIBAYA EDUARDO SANTIAGO,EL TRIUNFO - SECCION JUANITA
SANTA CRUZ,lago bs. as.,GANADERIA,OVEJAS,RIBAYA EDUARDO SANTIAGO,EL TRIUNFO - SECCION JUANITA
SANTA CRUZ,lago bs. as.,GANADERIA,CAPONES,RIBAYA EDUARDO SANTIAGO,EL TRIUNFO - SECCION JUANITA
SANTA CRUZ,lago bs. as.,GANADERIA,BORREGOS,RIBAYA EDUARDO SANTIAGO,EL TRIUNFO - SECCION JUANITA
SANTA CRUZ,lago bs. as.,GANADERIA,BORREGAS,RIBAYA EDUARDO SANTIAGO,EL TRIUNFO - SECCION JUANITA
SANTA CRUZ,lago bs. as.,GANADERIA,CARNEROS,RIBAYA EDUARDO SANTIAGO,EL TRIUNFO - SECCION JUANITA
SANTA CRUZ,puerto deseado,GANADERIA,OVEJAS,RIBAYA EDUARDO SANTIAGO,LA BUENOS AIRES - SEC. LOS ALAMOS Y DOS HNOS.
SANTA CRUZ,puerto deseado,GANADERIA,LANA SUCIA,RIBAYA EDUARDO SANTIAGO,LA BUENOS AIRES - SEC. LOS ALAMOS Y DOS HNOS.
SANTA CRUZ,puerto deseado,GANADERIA,BORREGAS,RIBAYA EDUARDO SANTIAGO,LA BUENOS AIRES - SEC. LOS ALAMOS Y DOS HNOS.
SANTA CRUZ,puerto deseado,GANADERIA,BORREGOS,RIBAYA EDUARDO SANTIAGO,LA BUENOS AIRES - SEC. LOS ALAMOS Y DOS HNOS.
SANTA CRUZ,puerto deseado,GANADERIA,CARNEROS,RIBAYA EDUARDO SANTIAGO,LA BUENOS AIRES - SEC. LOS ALAMOS Y DOS HNOS.
SANTA CRUZ,puerto deseado,GANADERIA,CAPONES,RIBAYA EDUARDO SANTIAGO,LA BUENOS AIRES - SEC. LOS ALAMOS Y DOS HNOS.
SANTA CRUZ,puerto deseado,GANADERIA,OVEJAS,TIRACHINI ALEJANDRO HECTOR,LA CHAIRA-LA JUANITA-LA PORTEÑA
SANTA CRUZ,puerto deseado,GANADERIA,BORREGAS,TIRACHINI ALEJANDRO HECTOR,LA CHAIRA-LA JUANITA-LA PORTEÑA
SANTA CRUZ,puerto deseado,GANADERIA,CAPONES,TIRACHINI ALEJANDRO HECTOR,LA CHAIRA-LA JUANITA-LA PORTEÑA
SANTA CRUZ,puerto deseado,GANADERIA,CARNEROS,TIRACHINI ALEJANDRO HECTOR,LA CHAIRA-LA JUANITA-LA PORTEÑA
SANTA FE,belgrano,AGRICULTURA,TRIGO,EL ROBLE EMPRENDIMIENTOS S.A.,CASA GRANDE
SANTA FE,belgrano,AGRICULTURA,SORGO,EL ROBLE EMPRENDIMIENTOS S.A.,CASA GRANDE
SANTA FE,belgrano,AGRICULTURA,GIRASOL,EL ROBLE EMPRENDIMIENTOS S.A.,EL ROBLE
SANTA FE,belgrano,AGRICULTURA,SOJA,EL ROBLE EMPRENDIMIENTOS S.A.,EL ROBLE
SANTA FE,belgrano,AGRICULTURA,TRIGO,EL ROBLE EMPRENDIMIENTOS S.A.,EL ROBLE
SANTA FE,belgrano,AGRICULTURA,MAIZ PISINGALLO,EL ROBLE EMPRENDIMIENTOS S.A.,EL ROBLE
SANTA FE,fighiera,FRUTICULTURA,HIGOS,FINCA DEL PARANA DE INGENIERO PIERINO CAMPETELLI,FINCA DEL PARANA
SANTA FE,fighiera,FRUTICULTURA,GRANADAS,FINCA DEL PARANA DE INGENIERO PIERINO CAMPETELLI,FINCA DEL PARANA
SANTA FE,fighiera,FRUTICULTURA,PALTAS,FINCA DEL PARANA DE INGENIERO PIERINO CAMPETELLI,FINCA DEL PARANA
SANTA FE,9 de julio,APICULTURA,MIEL,FRANCUCCI DANIEL,DIETETICA ALBERDI
SANTA FE,san javier,APICULTURA,MIEL,FRANK CARLOS WALTER,CARLOS WALTER FRANK
SANTA FE,san javier,APICULTURA,MIEL,HOISL MARCELO,DON VICENTE
SANTA FE,caseros,AGRICULTURA,TRIGO,KUMAGRO S.A.,LA CATALINA
SANTA FE,caseros,AGRICULTURA,SOJA,KUMAGRO S.A.,LA CATALINA
SANTA FE,cap. bermudez,GANADERIA,BOVINOS,LA NUEVA FLORIDA S.A.,EL DORADO
SANTA FE,cap. bermudez,GANADERIA,BOVINOS,LA NUEVA FLORIDA S.A.,LA NUEVA FLORIDA
SANTA FE,san lorenzo,GANADERIA,PASTOS NATURALES,LA NUEVA FLORIDA S.A.,SAN CARLOS
SANTA FE,funes,FRUTICULTURA/HORTICULTURA,FRUTICULTURA,LOPEZ GRACIELA M.,DULCES DEL JARDIN
SANTA FE,funes,FRUTICULTURA/HORTICULTURA,HORTICULTURA,LOPEZ GRACIELA M.,DULCES DEL JARDIN
SANTA FE,funes,FRUTICULTURA/HORTICULTURA,AROMATICAS,LOPEZ GRACIELA M.,DULCES DEL JARDIN
SANTA FE,san lorenzo,APICULTURA,MIEL,MARIA GABRIELA NARDONI,PENASH
SANTA FE,romang,APICULTURA,MIEL,MARIO A. WINGEYER,ISLA EL PALMAR
SANTA FE,san javier,APICULTURA,MIEL + EXTRACCION,PEREZ RAUL ARIEL,"LA RINCONADA, LOS CISNEROS, LA UNION"
SANTA FE,avellaneda,APICULTURA,MIEL,RODRIGO JAVIER SANDRIGO,ISLA MANOLO
SANTA FE,gral lopez,AGRICULTURA,CEREALES,SOYAPAMPA / MISKA SA,LA VIGILANCIA
SANTA FE,monte vera,HORTICULTURA,HORTALIZAS DE HOJA,V. Y V. S.A.,LAS BRISAS
SANTA FE,monte vera,HORTICULTURA,RAIZ,V. Y V. S.A.,LAS BRISAS
SANTA FE,monte vera,HORTICULTURA,CONGELADO DE FRUTILLAS,V. Y V. S.A.,LAS BRISAS
SANTIAGO DEL ESTERO,quebrachos,AGRICULTURA,CEREALES,AGRO PROFESIONAL SA,SOL DE JULIO
SANTIAGO DEL ESTERO,quebrachos,AGRICULTURA,OLEAGINOSAS,AGRO PROFESIONAL SA,SOL DE JULIO
SANTIAGO DEL ESTERO,capital,APICULTURA,MIEL,COOPSOL COOP. DE TRABAJO LTDA.,COOPSOL LORETO - PRODUCTOR
